image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_007171.jpg,0.00014157622354105115,0.003894561668857932,0.0010599374072626233,0.021861376240849495,0.0030422937124967575,0.005830420181155205,0.9643874764442444,0.0007196139195002615,0.002447808627039194,0.0028705154545605183,0.0006975589785724878,0.005197140388190746,0.0021567516960203648,0.0014757938915863633,0.16850198805332184,0.002424933947622776,0.004120020195841789,0.00037553865695372224,0.00021585059585049748,5.291416891850531e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007176.jpg,0.00017247894720640033,5.617526767309755e-05,5.711549238185398e-05,1.3515982573153451e-05,0.0007673128275200725,4.8211528337560594e-05,0.0002029722381848842,0.9999871253967285,0.0009021887090057135,7.75832959334366e-05,0.00019432818226050586,7.617711526108906e-05,5.386361954151653e-05,9.868850611383095e-06,0.00017211635713465512,0.006209761369973421,3.7431102100526914e-05,0.000617343932390213,1.8729338080447633e-06,9.351447079097852e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007181.jpg,0.0006692726747132838,0.03645633906126022,9.198582847602665e-05,0.07080583274364471,0.0016944861272349954,0.0005584799218922853,0.02643640711903572,1.7697440853226e-05,0.0001800829340936616,0.00014162890147417784,2.7648338800645433e-05,6.463194586103782e-05,0.01787882298231125,0.7134164571762085,0.9788450598716736,0.0002435257047181949,0.0007824718486517668,0.00012093529221601784,0.0005945385782979429,3.808657493209466e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007182.jpg,4.35463480243925e-05,0.0002456890360917896,0.0023384520318359137,0.00011792617442552,0.04944486543536186,2.0838160708080977e-05,6.366275920299813e-05,0.001331410021521151,0.39792364835739136,2.2849797460366972e-05,0.007992318831384182,0.009738840162754059,5.5743188568158075e-05,2.5411964088561945e-05,0.9880257248878479,0.0015752771869301796,6.451975059462711e-05,0.9580684900283813,2.9145969165256247e-05,0.019905615597963333
../data/VOCdevkit/VOC2012\JPEGImages\2008_007184.jpg,0.006251994986087084,0.006657869089394808,0.003473366377875209,9.57176525844261e-05,0.0007478765328414738,0.0020405759569257498,0.032476041465997696,1.6469206457259133e-05,8.527759200660512e-05,0.01103086955845356,6.226103141671047e-05,0.00030741197406314313,0.26141077280044556,0.19853606820106506,0.9029175639152527,0.00010461467900313437,0.010973189026117325,7.702165748924017e-05,0.0003384329320397228,1.1433591680543032e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007187.jpg,1.697240622888785e-05,4.9255329940933734e-05,0.0003650625585578382,6.48669356451137e-06,0.006167922168970108,1.5618519682902843e-05,4.9185809984919615e-06,0.9816422462463379,0.0004963902174495161,0.00019136068294756114,0.001957021653652191,0.9821668863296509,3.636825567809865e-05,2.6650737709132954e-05,0.0005191289237700403,0.00019295045058242977,9.95547634374816e-06,0.2614608407020569,7.337376928262529e-07,0.0005996129475533962
../data/VOCdevkit/VOC2012\JPEGImages\2008_007188.jpg,9.02912433957681e-05,7.81058261054568e-05,0.9973471164703369,7.394991826004116e-06,1.744189103192184e-05,3.369780461071059e-05,0.0003464626206550747,2.150911677745171e-05,0.00012739132216665894,0.00023990085173863918,0.000286992231849581,0.00012321973918005824,0.0006143199861980975,3.340038892929442e-05,0.00013719794515054673,0.0005492066848091781,3.325657235109247e-05,7.300241577468114e-06,2.5834076950559393e-05,0.00010043730435427278
../data/VOCdevkit/VOC2012\JPEGImages\2008_007189.jpg,2.748841325228568e-05,0.000830946839414537,0.0009131752303801477,0.050041571259498596,3.267698411946185e-05,0.0012668732088059187,0.036853961646556854,5.4891050240257755e-05,8.32168007036671e-05,6.971657967369538e-06,1.28288575069746e-05,3.78599293071602e-06,2.1795429347548634e-05,0.0002509787736926228,0.0024316413328051567,0.0006102839834056795,0.00015064093167893589,5.083130872662878e-06,0.997850775718689,2.981404350066441e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007190.jpg,2.7341873646946624e-05,0.059916943311691284,0.0012310792226344347,0.0015832561766728759,0.02463185228407383,0.0025127765256911516,0.02886754460632801,0.00018778740195557475,0.03715317323803902,0.0034662007819861174,0.005794293247163296,0.0004969337023794651,0.00014036937500350177,0.059046536684036255,0.9997120499610901,0.002463810844346881,0.0003719278611242771,0.0007297619595192373,0.0001425391819793731,0.0004297353734727949
../data/VOCdevkit/VOC2012\JPEGImages\2008_007194.jpg,7.703055416641291e-06,0.00016947084804996848,3.7640249502146617e-05,8.347432412847411e-06,0.0019798194989562035,3.9757316017130506e-07,0.00014645907504018396,0.0031592610757797956,0.9999542236328125,0.0009277508361265063,0.006331156007945538,0.001547110266983509,1.2522685210569762e-05,0.433273047208786,2.776014844130259e-05,0.008619504049420357,7.0165069701033644e-06,0.00211567641235888,6.15050021224306e-06,2.6782074201037176e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007195.jpg,0.7981289029121399,0.00045982631854712963,2.2539359633810818e-05,0.001012116321362555,0.0004455550806596875,0.00036541526787914336,0.2868713140487671,0.00010672257485566661,8.56988990562968e-05,2.0647825294872746e-05,3.969631507061422e-05,0.0007665773155167699,5.095917731523514e-05,0.00013541396765504032,0.554686427116394,0.00011789378913817927,0.00040960084879770875,6.247836427064613e-05,0.0005357560003176332,0.00013730382488574833
../data/VOCdevkit/VOC2012\JPEGImages\2008_007196.jpg,0.00012339575914666057,0.0005134568200446665,0.00020237125863786787,0.00057454954367131,0.0008669663802720606,0.005670037120580673,0.027721531689167023,0.0008539761183783412,0.6679123640060425,1.1226583410461899e-05,0.00011939688556594774,0.0007879347540438175,0.00021451331849675626,0.0032929559238255024,0.012037856504321098,0.0007817079313099384,4.2003968701465055e-05,0.0002817806089296937,0.00014636667037848383,0.9008990526199341
../data/VOCdevkit/VOC2012\JPEGImages\2008_007207.jpg,6.49163339403458e-05,0.0010628008749336004,0.00011960497067775577,0.0005650580278597772,0.06773973256349564,0.00032306110369972885,0.004897828213870525,0.0009913098765537143,0.007826242595911026,0.00012545673234853894,0.15955564379692078,0.0006856582476757467,0.00012950073869433254,0.0004168636805843562,0.9974685907363892,0.001208232599310577,0.00022863440972287208,0.005969902500510216,0.00025590223958715796,0.0007673764484934509
../data/VOCdevkit/VOC2012\JPEGImages\2008_007214.jpg,0.0010497531620785594,0.018985943868756294,0.001976575469598174,0.0010510004358366132,0.0009079769952222705,0.0018213348230347037,0.9545518159866333,0.0023819198831915855,0.0005447558360174298,0.0010312668746337295,8.127428009174764e-05,0.0006380906561389565,0.00011286807421129197,0.0005506927263922989,0.009283697232604027,0.001195632154121995,0.0020660480950027704,0.0003167260729242116,0.0011377871269360185,0.00034243540721945465
../data/VOCdevkit/VOC2012\JPEGImages\2008_007216.jpg,5.593756213784218e-06,9.074447734747082e-05,0.002335908357053995,0.00014497211668640375,0.007422897033393383,1.4558951079379767e-05,0.00024241443315986544,0.9225806593894958,0.017402388155460358,0.00010424225183669478,0.041806235909461975,0.0006188434199430048,3.456404010648839e-05,0.00025458080926910043,0.014009777456521988,0.0008759654592722654,0.01246605534106493,0.0005019839736633003,3.858541458612308e-05,0.0005470807082019746
../data/VOCdevkit/VOC2012\JPEGImages\2008_007219.jpg,2.3596137452841504e-06,0.0029586905147880316,0.00015235038881655782,4.9315396609017625e-05,0.35714301466941833,1.1362872101017274e-05,0.0020663037430495024,0.0014163621235638857,0.027540722861886024,2.9175474992371164e-05,0.006504158489406109,0.00024687530822120607,8.745394734432921e-05,0.001117174164392054,0.9873597025871277,0.002881738357245922,0.00011534277291502804,0.004248571582138538,6.090799070079811e-05,0.00023457981296814978
../data/VOCdevkit/VOC2012\JPEGImages\2008_007222.jpg,3.0097096896497533e-05,0.006032733246684074,7.306438783416525e-05,0.00028628745349124074,0.005973814055323601,0.0006980903563089669,0.0015010799979791045,0.001706185401417315,0.00021710118744522333,4.90316488139797e-05,0.00014860476949252188,0.001246989006176591,0.0016157636418938637,0.8651953339576721,0.9972967505455017,0.0005786091205663979,0.0008532855426892638,6.52849703328684e-05,0.00011837886268040165,6.653368927800329e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007225.jpg,6.0423895774874836e-05,0.09426505118608475,0.001467810827307403,0.022564006969332695,0.005664077587425709,0.006055929232388735,0.528594970703125,0.0003792083007283509,0.0351482592523098,0.0010720856953412294,0.00523589551448822,0.0013184983981773257,0.0019026333466172218,0.06794500350952148,0.6951116919517517,0.49867719411849976,0.0006554535939358175,0.0007168339798226953,0.0028168153949081898,9.516784484731033e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007227.jpg,0.008063009940087795,0.000298382859909907,0.00016353922546841204,0.20857173204421997,6.147911335574463e-05,0.00027330080047249794,0.056647688150405884,0.00032768581877462566,2.6810897907125764e-05,0.0021805833093822002,0.0006205234094522893,0.0002468614256940782,2.9106109650456347e-05,0.005053509026765823,0.002423633122816682,1.6638166925986297e-05,0.000562271336093545,7.21603237252566e-06,3.165703674312681e-05,3.774780452658888e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007229.jpg,0.999992847442627,0.0001100945082725957,2.7956528356298804e-05,1.6597661669948138e-05,0.00013714628585148603,0.00017283570196013898,0.022984866052865982,0.00016778003191575408,3.0333518225234002e-05,0.00015976150461938232,2.8110785933677107e-05,1.183681615657406e-05,0.0002882948610931635,3.9828879380365834e-05,0.02148398384451866,4.103282844880596e-05,0.0031727158930152655,3.835443567368202e-05,3.0845643777865916e-05,9.819196748139802e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007231.jpg,0.06805900484323502,0.00029277015710249543,0.000353098614141345,0.021094532683491707,0.0005503652500919998,0.12362314760684967,0.0333096906542778,0.00023727482766844332,0.015534886159002781,5.25437317264732e-05,0.0020984215661883354,2.1988207663525827e-05,0.00045646142098121345,0.0003195385215803981,0.0174595657736063,0.0004607554292306304,0.00020170031348243356,6.547443626914173e-05,0.20031528174877167,6.699679943267256e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007241.jpg,5.985972165944986e-05,0.002941048936918378,0.0003023861791007221,0.0011195067781955004,0.0007365671335719526,0.000939947844017297,0.8294172286987305,0.0005274545401334763,0.0001560839737066999,9.075824345927685e-05,3.0700790375703946e-05,0.008135806769132614,0.0005974970990791917,0.8904567360877991,0.023452525958418846,0.0033421616535633802,0.00020244016195647418,3.7319932744139805e-05,0.00021318389917723835,3.350391489220783e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007247.jpg,0.00025406674831174314,3.7898898881394416e-05,1.702216650301125e-05,0.011587685905396938,5.9609872550936416e-05,0.0005734933656640351,0.025381028652191162,2.1961803213343956e-05,0.003356999484822154,6.918969302205369e-05,7.239863771246746e-05,0.00012008871999569237,3.595300222514197e-05,0.004911845549941063,0.040820226073265076,0.009000187739729881,0.0026104766875505447,1.938823743330431e-06,0.9792015552520752,1.1655139132926706e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007250.jpg,2.69940537691582e-05,0.0005818866775371134,0.6090681552886963,6.300421227933839e-05,2.0492558178375475e-05,0.0006363054853864014,0.0006897163693793118,0.385257363319397,3.1392362870974466e-05,0.0005777248879894614,8.049905773077626e-06,0.12271544337272644,9.030602086568251e-06,9.574102296028286e-05,0.0001551097957417369,0.0001579336530994624,0.0013130927691236138,5.7027700677281246e-05,2.7397441954235546e-05,4.101722424820764e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007256.jpg,3.3633241400821134e-05,0.0005460380925796926,0.006207257974892855,8.612268720753491e-05,0.00014608557103201747,2.0547508029267192e-05,0.0001495736069045961,0.9967425465583801,7.045715756248683e-05,9.643505109124817e-06,9.74485301412642e-05,0.0008721842314116657,9.31537761061918e-06,6.298835796769708e-05,0.009101037867367268,0.0009002729202620685,3.1556189696857473e-06,0.000412878580391407,0.00017269501404371113,0.0008138729608617723
../data/VOCdevkit/VOC2012\JPEGImages\2008_007264.jpg,0.0002718076575547457,0.002020507352426648,0.00024073122767731547,0.00028691478655673563,0.00010517642658669502,8.704186620889232e-05,0.39623579382896423,0.0013414588756859303,0.0007949065184220672,8.674976561451331e-05,6.554134597536176e-05,0.0007994011393748224,4.1253842937294394e-05,0.990471601486206,0.0033483621664345264,0.010582100600004196,6.467819184763357e-05,0.0008694560383446515,8.061340486165136e-05,0.0002547449548728764
../data/VOCdevkit/VOC2012\JPEGImages\2008_007266.jpg,0.0008585961768403649,0.00021513106185011566,0.9999182224273682,0.0003935637651011348,0.00020722823683172464,0.00011447443102952093,6.509281956823543e-05,3.178990664309822e-05,5.8873156376648694e-06,5.371496808947995e-05,0.0017219424480572343,0.0005945598240941763,8.855910891725216e-06,0.0003175242163706571,0.011655016802251339,2.673562994459644e-05,0.00021611503325402737,4.627701855497435e-05,6.86321800458245e-05,3.4744214644888416e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007269.jpg,1.618301212147344e-05,4.229510159348138e-05,0.00032601808197796345,0.00028451415710151196,0.00035439140629023314,0.0001883158111013472,0.008825596421957016,0.297882080078125,0.0007519255159422755,5.599787527899025e-06,0.0003686188138090074,0.0027057568076997995,5.979365232633427e-05,0.0003980825131293386,0.009790965355932713,0.003217143239453435,0.17195330560207367,0.0013887169770896435,6.742995083186543e-06,4.946168337482959e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007273.jpg,0.0006463440367951989,0.0004154353810008615,0.00015031479415483773,0.0008026735158637166,0.0003631141153164208,0.0006240651127882302,0.0011909243185073137,4.010118937003426e-05,0.00016115332255139947,0.7551966309547424,0.00014797244512010366,0.0015412508510053158,0.00222597923129797,0.00025774212554097176,0.005019384901970625,0.000497244531288743,0.23357903957366943,0.00043271499453112483,0.00027611711993813515,8.061301923589781e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007277.jpg,0.0001603232230991125,0.0027141771279275417,0.0008144493331201375,0.02613106556236744,0.00237837596796453,0.00048371945740655065,0.011419125832617283,3.325783836771734e-05,6.736657087458298e-05,0.09552328288555145,2.598393075459171e-05,0.0059171412140131,0.1744140237569809,0.00018328074656892568,0.16112293303012848,0.0001298908027820289,0.0009143453207798302,0.0044962214305996895,0.00018812718917615712,0.00020146407769061625
../data/VOCdevkit/VOC2012\JPEGImages\2008_007279.jpg,0.00022827759676147252,0.00012775699724443257,0.0003887079074047506,0.00399733055382967,6.629496783716604e-05,0.0005503128631971776,0.023745454847812653,0.003828813321888447,0.00028587967972271144,0.0007704040035605431,0.00021592738630715758,0.9184970855712891,8.771404282015283e-06,0.00046804602607153356,0.00047882547369226813,0.0010260111885145307,0.005043279379606247,0.00035882144584320486,9.81728680926608e-06,3.276588540757075e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007282.jpg,3.707930227392353e-05,0.0003890336083713919,0.0017664143815636635,0.0014653619145974517,0.005439971573650837,0.00017853752069640905,0.0027682578656822443,0.0010930190328508615,0.7469168901443481,0.0009294039919041097,0.03589092567563057,0.001423268229700625,1.7995957023231313e-05,0.0018094098195433617,0.004246732220053673,0.0024586492218077183,0.0003653598832897842,0.20228242874145508,0.00021355478384066373,0.14328601956367493
../data/VOCdevkit/VOC2012\JPEGImages\2008_007285.jpg,0.0002171680680476129,0.003668646328151226,2.3445812985301018e-05,0.00014191289665177464,0.02938726916909218,0.00010473356815055013,0.0008501504198648036,0.0006257962086237967,0.7828272581100464,2.7747946660383604e-05,0.006022442132234573,0.007086648605763912,4.9696995120029896e-05,0.0001565664861118421,0.9986055493354797,0.007207995746284723,7.49465762055479e-05,0.9860580563545227,2.888035487558227e-05,0.6702188849449158
../data/VOCdevkit/VOC2012\JPEGImages\2008_007287.jpg,0.000249382050242275,0.00145127740688622,0.002346355002373457,0.0003839222772512585,0.004420098848640919,0.00011810083378804848,0.00026797878672368824,0.001254020957276225,0.9984140396118164,2.818336542986799e-05,0.037490494549274445,0.00921390950679779,9.395746747031808e-05,0.0004796178254764527,0.012178818695247173,0.0984364002943039,0.000667380343656987,0.9105001091957092,9.394591324962676e-05,0.08339980989694595
../data/VOCdevkit/VOC2012\JPEGImages\2008_007293.jpg,9.716321073938161e-06,0.010394688695669174,0.08542030304670334,0.001098582986742258,0.10168992727994919,0.00020033965120092034,0.01741262525320053,0.002465269062668085,0.023442422971129417,0.0016311287181451917,0.0006484751938842237,0.005853020586073399,0.004767005797475576,0.0002591792435850948,0.9941892623901367,0.03629877045750618,0.0035135960206389427,0.0011132201179862022,0.0005722768255509436,0.00878300704061985
../data/VOCdevkit/VOC2012\JPEGImages\2008_007295.jpg,2.5344948880956508e-05,0.01847109943628311,0.004464258439838886,4.013336365460418e-05,0.0009008460910990834,5.6745448091533035e-05,0.48570898175239563,0.0063528516329824924,0.0032540622632950544,0.002402684884145856,6.711905734846368e-05,0.9781336188316345,0.00019877561135217547,0.00013422213669400662,0.002236875705420971,0.003002010053023696,0.017127007246017456,8.912025805329904e-05,9.388993930770084e-06,4.035428901261184e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007305.jpg,0.005707347299903631,0.0037883268669247627,0.0015603462234139442,0.998879611492157,0.0005556268733926117,0.014010238461196423,0.0018446792382746935,4.1149327444145456e-05,9.041511475516018e-06,0.00011021971295122057,8.653595614305232e-06,0.0003340488765388727,2.6207031623926014e-05,0.0003081767354160547,0.15141448378562927,0.0001146163122029975,0.00017574994126334786,3.926844510715455e-05,9.245310138794594e-06,3.0290710128610954e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007311.jpg,3.697845386341214e-05,0.0004248633049428463,0.0012469460489228368,0.0003612132859416306,0.00042366355773992836,0.0005521417479030788,0.0058161118067801,0.0012899689609184861,0.000943634076975286,0.002340160310268402,0.00016627516015432775,0.9909414649009705,0.00014557231042999774,0.0002371572336414829,0.005201185122132301,0.02161221392452717,7.090355211403221e-05,0.003155159531161189,0.00011618393182288855,0.00035703834146261215
../data/VOCdevkit/VOC2012\JPEGImages\2008_007314.jpg,0.0022675013169646263,0.0028839122969657183,9.727945871418342e-05,0.00038246906478889287,0.00010007039963966236,0.01602013222873211,0.9987727999687195,0.000708623556420207,0.0001887211255962029,0.0002535590610932559,0.0004040439089294523,8.578073902754113e-05,0.00010028591350419447,0.004998438525944948,0.02128213457763195,0.00019781268201768398,0.0007252689683809876,2.4892342480598018e-05,0.13906876742839813,1.3160813978174701e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007317.jpg,9.317039257439319e-06,0.00015082475147210062,0.9977021813392639,0.00265844096429646,0.013241356238722801,1.160507326858351e-05,5.2630333811976016e-05,3.4814729588106275e-05,0.00020024817786179483,0.0002281281049363315,4.2362553358543664e-05,0.0032653100788593292,0.000876571168191731,0.00016913215222302824,0.0025393820833414793,1.5769233868923038e-05,0.0019240672700107098,2.4516202756785788e-05,3.667435885290615e-05,0.00018885559984482825
../data/VOCdevkit/VOC2012\JPEGImages\2008_007319.jpg,0.009484858252108097,0.00020195914839860052,2.169388062611688e-05,0.0035890175495296717,0.00018324753909837455,9.461235458729789e-05,0.0008527160971425474,7.255696982610971e-05,0.0036668062675744295,0.010119033046066761,0.0007759960135444999,0.005368495360016823,0.9493698477745056,8.031721517909318e-05,0.001521839527413249,0.0014858836075291038,0.00022344042372424155,4.216538218315691e-05,3.925878263544291e-05,0.00010320156434318051
../data/VOCdevkit/VOC2012\JPEGImages\2008_007323.jpg,0.00635057408362627,0.003598053241148591,0.004003545269370079,0.022995345294475555,0.0009893125388771296,0.008689029142260551,0.5075652003288269,0.0011872194008901715,0.0002871797187253833,0.004444675520062447,0.0004209746839478612,4.454403824638575e-05,0.0007316710543818772,0.0024102504830807447,0.019606975838541985,0.000669671397190541,0.010522386059165001,0.00046576905879192054,0.015294291079044342,1.679557863099035e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007324.jpg,3.422658846830018e-05,0.0009402318974025548,0.00012545530626084656,5.279503056954127e-06,0.0029297347646206617,0.00022364419419318438,6.077495345380157e-05,0.5588770508766174,0.010568210855126381,4.034536232211394e-06,0.00023164907179307193,0.00620896415784955,2.5057468519662507e-05,1.512065136921592e-05,0.0008880774257704616,0.007943474687635899,3.602937067626044e-05,0.0045350054278969765,1.1372402468623477e-06,0.999980092048645
../data/VOCdevkit/VOC2012\JPEGImages\2008_007327.jpg,3.553188071236946e-05,0.00018267480481881648,0.00010761656449176371,9.662431693868712e-06,0.0014389812713488936,3.8417947507696226e-05,0.0006079510785639286,0.9999593496322632,0.0005162019515410066,3.823009683401324e-05,0.0024836338125169277,8.870794408721849e-05,0.00011311534763080999,6.020338787493529e-06,0.0012551543768495321,0.0029955576173961163,0.00010019223554991186,0.0001878726325230673,6.590536213479936e-05,2.9369010007940233e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007332.jpg,0.0010673627257347107,0.00028819209546782076,0.00011089358304161578,7.373548578470945e-05,0.3828030526638031,6.70387817081064e-05,0.002808105666190386,0.0018017429392784834,0.285521924495697,5.27051706740167e-05,0.020086316391825676,0.0013365967897698283,3.323387136333622e-05,0.0006963852792978287,0.016160111874341965,0.0028066118247807026,9.507514187134802e-05,0.002705124905332923,0.0002933127398137003,0.967308759689331
../data/VOCdevkit/VOC2012\JPEGImages\2008_007334.jpg,8.67852122610202e-06,0.0009269630536437035,0.0008523168507963419,2.680854595382698e-05,0.00019302756118122488,0.00017737469170242548,0.006471121683716774,0.001966693438589573,0.0003332349588163197,0.0003774221695493907,1.4939962966309395e-05,0.004562006797641516,0.05668338015675545,0.0005177383427508175,0.3654378354549408,0.0001794786803657189,0.8937474489212036,0.0006980171310715377,1.3567498172051273e-05,6.507265061372891e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007336.jpg,0.00031754240626469254,0.0016596649074926972,1.4059282875678036e-05,1.2380925909383222e-05,0.0002827575081028044,0.00010020341142080724,0.017902785912156105,0.0006983152125030756,0.0011294971918687224,0.00029171555070206523,5.9350662922952324e-05,2.3898608560557477e-05,0.0007034678128547966,0.9848276376724243,0.8909990191459656,5.4322666983352974e-05,3.470417868811637e-05,5.1260285545140505e-05,0.0014426404377445579,6.741927791154012e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007339.jpg,4.721293862530729e-06,0.0011686939978972077,0.0008705921936780214,2.1878791812923737e-05,0.06898148357868195,0.0001091269587050192,0.0014257411239668727,0.0038928238209336996,0.128238245844841,0.0006502848700620234,0.005763764958828688,0.013783024623990059,5.015385977458209e-05,3.730000389623456e-05,0.9998706579208374,0.005439303815364838,0.007454932667315006,0.004215569701045752,0.00027810680330730975,0.13418661057949066
../data/VOCdevkit/VOC2012\JPEGImages\2008_007344.jpg,6.11986479270854e-06,0.007924131117761135,0.00024685508105903864,0.013434965163469315,0.002689457032829523,0.0009314926574006677,0.16167901456356049,0.005222277715802193,0.001542109646834433,0.005043174140155315,6.202416989253834e-05,0.02589515969157219,0.0005607500206679106,0.0011485005961731076,0.35897260904312134,0.14537133276462555,0.03157144412398338,0.00026208936469629407,0.020575055852532387,3.537959128152579e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007348.jpg,0.007091599050909281,0.25510215759277344,0.0005301915807649493,0.0024222349748015404,0.001803132938221097,0.0018434233497828245,0.011502476409077644,0.0004601367691066116,0.00019713351503014565,0.000595179561059922,0.00039058897527866066,1.1729009202099405e-05,0.002220618072897196,0.3711395859718323,0.9034652709960938,0.0002987560583278537,0.0008533066720701754,0.00011871584138134494,0.0007627222221344709,2.5647905204095878e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007350.jpg,0.9995902180671692,0.001272320980206132,0.00038850141572766006,0.0022674063220620155,7.58376918383874e-05,0.0005099868285469711,0.0020680625457316637,0.00016931191203184426,8.132244147418533e-06,3.0517330742441118e-05,3.155278318445198e-05,2.2218979211174883e-05,3.436552287894301e-05,0.00016544046229682863,0.0010970174334943295,3.0358871299540624e-05,0.0015270785661414266,6.3245119235944e-05,3.212863521184772e-05,2.099196171911899e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007352.jpg,0.00010149685840588063,0.012597932480275631,0.0011201900197193027,0.0015528432559221983,0.0013494881568476558,0.4640066921710968,0.9927878975868225,0.0027640671469271183,0.0005079434486106038,0.0002146894985344261,0.0004140028322581202,0.00036281015491113067,0.00015153342974372208,0.0019441369222477078,0.052993178367614746,0.0011323506478220224,0.0009445344330742955,9.978529851650819e-05,0.0012447158806025982,4.7420544433407485e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007358.jpg,0.00016704572772141546,0.0006386844324879348,0.0012762618716806173,0.0015978340525180101,0.00923666451126337,0.0003397614345885813,0.0012596941087394953,0.002262529218569398,0.0005080213886685669,0.00017524523718748242,0.00035225271130912006,0.9983081817626953,1.2587483979586978e-05,0.0001334028347628191,0.010097605176270008,0.0004295796970836818,0.0020151850767433643,0.0014961118577048182,0.00012897317355964333,6.809454498579726e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007374.jpg,0.7128782272338867,9.090132516575977e-05,0.0006727309082634747,0.00782560184597969,0.00011111533240182325,0.004004524555057287,0.012429876253008842,7.938853377709165e-05,6.569427932845429e-05,1.554134905745741e-05,0.00011984723096247762,0.00016180942475330085,1.9222399714635685e-05,0.00017210404621437192,0.0034000359009951353,0.00030300806974992156,0.00016125415277201682,3.421826477278955e-05,0.035073135048151016,3.8814709114376456e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007378.jpg,1.4398396160686389e-05,0.004622097127139568,0.0013198673259466887,0.00014467741129919887,0.00726414704695344,2.465347461111378e-05,0.00861460343003273,0.004146284889429808,0.1493155062198639,0.0008473093039356172,0.0016734646633267403,0.9869179129600525,0.0018448111368343234,0.00025850304518826306,0.00447589298710227,0.010564615949988365,0.02686537802219391,0.001811597845517099,0.00031379229039885104,0.0004037497565150261
../data/VOCdevkit/VOC2012\JPEGImages\2008_007384.jpg,3.2883901440072805e-05,3.1793941161595285e-05,0.0016723743174225092,2.9022070521023124e-05,0.00028517894679680467,3.4903154300991446e-05,7.142507820390165e-05,0.02828436903655529,0.01024634763598442,0.0006488637300208211,0.0012288889847695827,0.9987201690673828,0.00032362955971620977,0.00017883381224237382,2.9113049095030874e-05,0.0002483958378434181,4.4150441681267694e-05,0.010830339044332504,2.184885033784667e-06,0.0002495485241524875
../data/VOCdevkit/VOC2012\JPEGImages\2008_007389.jpg,0.00085790193406865,0.00012491311645135283,0.0013268161565065384,0.000752540654502809,0.00015560949395876378,0.00011860913946293294,0.9945553541183472,0.0003089150704909116,0.0005636689020320773,0.0009285162668675184,0.0013966757105663419,0.00723712332546711,0.00017360322817694396,0.0001869195548351854,0.011108669452369213,0.00014401055523194373,0.000951733672991395,7.349743827944621e-05,9.001957369036973e-05,3.878529241774231e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007390.jpg,7.569499575765803e-05,0.353689968585968,0.0012389476178213954,0.0007216466474346817,0.0018704667454585433,0.0005838505458086729,0.5058998465538025,0.00022558534692507237,0.01037041749805212,0.0006406597094610333,0.0003824851009994745,0.004759108182042837,0.00024357957590837032,0.02034945785999298,0.021614324301481247,0.749953031539917,0.002427253406494856,0.002425343496724963,0.0008697588928043842,0.0005741546046920121
../data/VOCdevkit/VOC2012\JPEGImages\2008_007392.jpg,2.637798388605006e-05,0.00011401154915802181,1.0645362635841593e-05,0.0017778591718524694,0.0050925095565617085,2.3548282115370966e-05,0.003743863897398114,2.662479892023839e-05,0.0004470425774343312,0.002976818010210991,8.091668860288337e-05,0.0004153595364186913,0.9989713430404663,0.0004532384336926043,0.999100923538208,0.0007736392435617745,0.000524996779859066,8.555053500458598e-05,0.0009351724293082952,0.0006101572071202099
